APN,MINORITY_OWNED,FEMALE_OWNED,RECORDID,BUSDESC,B1_PER_SUB_TYPE,DBA,NAICS,TAX_CODE,EMPLOYEE_NUM,BUS_OWN_TYPE,B1_STATE,B1_FULL_ADDRESS,B1_SITUS_STATE
ZZZZZZZZZZZZZ,No,No,BL-050834,PLUMBING CONTRACTOR,Construction or Contractor,PACIFIC PLUMBING SYSTEMS INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,8.0,Corporation,CA,0   VARIOUS,CA
058 218102400,No,Yes,BL-027223,RES RENTAL PROPERTY/4 UNITS,Rental of Real Property,MATLAK JOSEF & DANUTA,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1793   OXFORD ST,CA
ZZZZZZZZZZZZZ,,,BL-011710,"NON-PROFIT ORGANIZATION PROVIDING NUTRITION EDUCATION, FARMERS MARKETS & A COMMUNITY GARDEN",Non Profit Organizations,FRESH APPROACH,541690 - Other Scientific and Technical Consulting Services,N,15.0,Corporation,CA,0 VARIOUS,CA
,Yes,No,BL-000603,TAXI SERVICE,Auto Vehicle For Hire,SMART CAB,485310 - Taxi Service,A,0.0,Sole Ownership,CA,0 VARIOUS,CA
063 312006200,No,Yes,BL-025991,COMPUTER CONSULTANT,Professional SemiProfessional,CLOPINET,541512 - Computer Systems Design Services,P,0.0,LLC,CA,955   CRESTON RD,CA
,,,BL-005776,INTERNET SERVICE PROVIDER,Business Personal Repair Svs,WEBPASS INC,561421 - Telephone Answering Services,B,142.0,Corporation,CA,0 VARIOUS,CA
,No,No,BL-027042,RENTAL PROPERTY/3 UNITS,Rental of Real Property,PRENTICE KRISTIN & CODY ANTHONY,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,WA,3049   SHATTUCK AVE,CA
058 224202202,,,BL-005962,SCIENTIFIC & TECHNICAL CONSULTING,Professional SemiProfessional,DUMBLETON KATHRYN,541330 - Engineering Services,P,0.0,Sole Ownership,CA,2861 BUENA VISTA WAY,CA
ZZZZZZZZZZZZZ,,,BL-011722,SEWER LATERAL REPAIR/REPLACEMENT,Construction or Contractor,CUTTER SEWER AND SANITATION SYSTEMS,238990 - All Other Specialty Trade Contractors,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
,,,BL-005653,CONSTRUCTION,Construction or Contractor,DESIGN MAX,236118 - Residential Remodelers,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
054 176401205,No,No,BL-038895,DOCUMENTARY FILMS PRODUCTION,Entertainment Recreation,JED RIFFE FILMS LLC,512110 - Motion Picture and Video Production,E,2.0,Sole Ownership,CA,2600   TENTH ST,CA
,No,No,BL-007614,RESIDENTIAL RENTAL,Rental of Real Property,LYMAN J T,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2542   DURANT AVE,CA
ZZZZZZZZZZZZZ,,,BL-012234,RESIDENTIAL REMODEL - CONSTRUCTION,Construction or Contractor,MONTES GENERAL CONSTRUCTION,236118 - Residential Remodelers,C,4.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-012358,CHARTER BOAT - SCENIC CRUISES & STANDUP PADDLEBPARD TOURS,Entertainment Recreation,BARBARY GHOST LLC,713990 - All Other Amusement and Recreation Industries,E,0.0,LLC,CA,0 VARIOUS,CA
055 184102300,,,BL-000804,RENTAL PROPERTY,Rental of Real Property,REGENT HOUSE,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2633 REGENT ST,CA
052 153200101,,,BL-005479,HAIR STYLIST,Business Personal Repair Svs,CHRISTINE LORTON HOWELL,812112 - Beauty Salons,B,0.0,Sole Ownership,CA,3312 ADELINE ST,CA
ZZZZZZZZZZZZZ,No,No,BL-052195,GENERAL BUILDING CONTRACTOR,Construction or Contractor,GOLD MEDALLION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,6.0,Corporation,CA,0   VARIOUS,CA
060 239100300,No,Yes,BL-052558,RESTAURANT,Retail Trade,KIKU SUSHI,722110,R,5.0,LLC,CA,1316   GILMAN ST,CA
060 235001800,No,No,BL-011684,BOOK DISTRIBUTOR,Non Profit Organizations,"SMALL PRESS DISTRIBUTION, INC.","424920 - Book, Periodical, and Newspaper Merchant Wholesalers",N,13.0,Corporation,CA,1341   SEVENTH ST,CA
,No,No,BL-000146,JANITORIAL SERVICE,Business Personal Repair Svs,ABM INDUSTRY GROUPS LLC,561720 - Janitorial Services,B,0.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-029521,LIBRARY MOVING CONSULTANTS,Professional SemiProfessional,NATIONAL LIBRARY LOCATIONS,"541614 - Process, Physical Distribution, and Logistics Consulting Services",P,8.0,Corporation,NY,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010223,DESIGN & MFG OF AUTOMATED FUEL ACCOUNTING SYSTEM,Professional SemiProfessional,SYN-TECH SYSTEMS INC,541511 - Custom Computer Programming Services,P,186.0,Corporation,FL,0 VARIOUS,CA
057 205801400,,,BL-008921,ROOMING HOUSE,Rental of Real Property,HARTENSTEIN DAVID,721310 - Rooming and Boarding Houses,L,0.0,Sole Ownership,CA,1905 M L KING JR WAY,CA
056 197402200,,,BL-010418,SOFTWARE DEVELOPMENT,Professional SemiProfessional,PAZIRANDEH CONSULTING,541519 - Other Computer Related Services,P,0.0,Sole Ownership,CA,2135 NINTH ST,CA
052 154600500,,,BL-012152,INDEPENDENT CONSULTANT - MGMT,Professional SemiProfessional,LORIN ADVISORS LLC,541611 - Administrative Management and General Management Consulting Services,P,0.0,LLC,CA,3100 ELLIS ST,CA
,,,BL-007389,HEALTH & FITNESS CLUB,Entertainment Recreation,EQUINOX FITNESS BERKELEY INC,713940 - Fitness and Recreational Sports Centers,E,50.0,Corporation,NY,2600 SHATTUCK AVE,CA
053 166101302,No,No,BL-051407,INVENTOR-INTERNET,Professional SemiProfessional,GEORGE REED LLC,"541990 - All Other Professional, Scientific, and Technical Services",P,0.0,LLC,CA,2831   TENTH ST,CA
052 141001601,,,BL-008387,DEVELOPING INFULENZA A DIAGNOSTIC TESTFOR RAPID RESULTS,Professional SemiProfessional,CHEMBIRLY ANALYTICAL SERVICES,"541990 - All Other Professional, Scientific, and Technical Services",P,1.0,Sole Ownership,CA,2625 ALCATRAZ AVE,CA
,,,BL-004046,FALSE ALARM TRACKING & BILLING SERVICE,Professional SemiProfessional,PUBLIC SAFETY CORPORATION,541511 - Custom Computer Programming Services,P,49.0,Corporation,MD,0 VARIOUS,CA
,,,BL-005546,RIM AND WINSHIELD REPAIR,Business Personal Repair Svs,ULISES GUITIERREZ RIM & WINDSHIELD REPAIR,811111 - General Automotive Repair,B,0.0,Sole Ownership,CA,0 VARIOUS,CA
060 242902400,No,No,BL-050271,RENTAL PROPERTY 4 UNIT,Rental of Real Property,LAMPREY WAYNE T,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1300   MONTEREY AVE,CA
,No,Yes,BL-001022,ARTIST-PHOTOGRAPHER,Professional SemiProfessional,BALDAUF LISA STUDIO,541922 - Commercial Photography,P,1.0,Sole Ownership,CA,1308   JOSEPHINE ST,CA
ZZZZZZZZZZZZZ,No,No,BL-010406,GENERAL CONTR,Construction or Contractor,P & S CONSTRUCTION,236116 - New Multifamily Housing Construction (except For-Sale Builders),C,3.0,Sole Ownership,CA,0   VARIOUS,CA
,No,Yes,BL-000360,LANDSCAPE ARCHITECTURAL SERVICES,Professional SemiProfessional,MCARDLE DESIGN INC,541320 - Landscape Architectural Services,P,2.0,Corporation,CA,0 VARIOUS,CA
057 202901001,,,BL-002760,RESTAURANT,Retail Trade,LITTLE PLEARN THAI KITCHEN,722511 - Full-Service Restaurants,R,3.0,Sole Ownership,CA,2283 SHATTUCK AVE,CA
054 172300300,No,No,BL-037604,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,JOHNSTON STEWART L,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2026   DERBY ST,CA
ZZZZZZZZZZZZZ,Yes,No,BL-045121,VEHICLE FOR HIRE/TAXI,Auto Vehicle For Hire,AIR EXPRESS CAB/OWNER,485310 - Taxi Service,A,2.0,Sole Ownership,CA,0   VARIOUS,CA
055 189201400,No,No,BL-037767,MAGAZINE,Non Profit Organizations,TIKKUN MAGAZINE,511120 - Periodical Publishers,N,4.0,Corporation,CA,2375   SHATTUCK AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-046955,SELL & SERVICE FIREPLACES,Construction or Contractor,BLAZE FIREPLACES,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Corporation,CA,0   VARIOUS,CA
061 260200302,No,Yes,BL-022857,COSMETOLOGY,Business Personal Repair Svs,CARPENTER MARGARET A,812112 - Beauty Salons,B,1.0,Sole Ownership,CA,1787   SOLANO AVE,CA
,No,No,BL-012556,COMMERCIAL MEDICAL BLDG,Rental of Real Property,SEVENTH ST PROPERTIES III,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Partnership,CA,2895 SEVENTH ST,CA
060 239501300,No,No,BL-053460,AUTOMOTIVE PARTS,Retail Trade,BERKELEY BRAKE AND TIRE LLC,441310 - Automotive Parts and Accessories Stores,R,2.0,LLC,CA,1485   SAN PABLO AVE,CA
062 287001600,No,Yes,BL-053271,INTERNET RETAIL,Retail Trade,BELLE NEPTUNE,454111 - Electronic Shopping,R,0.0,LLC,CA,898   PERALTA AVE,CA
054 172200500,No,Yes,BL-032290,BAKERY & CAFE,Retail Trade,CRIXA,311811 - Retail Bakeries,R,6.0,Sole Ownership,CA,2748   ADELINE ST,CA
ZZZZZZZZZZZZZ,,,BL-047307,SOLAR CONTRACTOR,Construction or Contractor,CLEAN SOLAR INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,3.0,Corporation,CA,0   VARIOUS,CA
061 257603200,,,BL-011042,LAW PRACTICE,Professional SemiProfessional,WILLIAM ZAK TAYLOR LAW,541110 - Offices of Lawyers,P,1.0,Corporation,CA,842 MENDOCINO AVE,CA
057 210200501,Yes,Yes,BL-051209,CLOTHING USED,Retail Trade,EMERALD CITY GOWNS,453310 - Used Merchandise Stores,R,4.0,Corporation,CA,1822   FOURTH ST,CA
,No,No,BL-025189,LAW FIRM,Professional SemiProfessional,MEYERS NAVE RIBACK SILVER WLSON,541110 - Offices of Lawyers,P,140.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-012540,GENERAL CONSTRUCTION/PAINTING,Construction or Contractor,VALARIS CONSTRUCTION,238320 - Painting and Wall Covering Contractors,C,1.0,Sole Ownership,CA,0 VARIOUS,CA
058 219302900,,,BL-011201,RENTAL PROPERTY,Non Profit Organizations,ORDER OF FRIAR SERVANTS OF MARY,531110 - Lessors of Residential Buildings and Dwellings,N,0.0,Sole Ownership,CA,2408 VIRGINIA ST,CA
060 243801500,,,BL-010602,SELF-PUBLISHED BOOK SALES,Retail Trade,MELANDRY MARA,454390 - Other Direct Selling Establishments,R,0.0,Sole Ownership,CA,1334 CARLOTTA AVE,CA
ZZZZZZZZZZZZZ,,,BL-009870,PLUMBING,Construction or Contractor,ATOM PLUMBING & HEATING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Sole Ownership,CA,0 VARIOUS,CA
,Yes,Yes,BL-053759,BUYING & SELLING METALS & E-WASTE,Business Personal Repair Svs,AUTOMATIC RECYCLING SOLUTIONS,562111 - Solid Waste Collection,B,0.0,Partnership,CA,695   CEDAR ST,CA
056 191902001,Yes,Yes,BL-050202,RENTAL PROPERTY,Rental of Real Property,YAMAGATA PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,LLC,CA,1433   DWIGHT WAY,CA
058 220600400,No,Yes,BL-051148,ROOMING HOUSE RENTAL,Rental of Real Property,NO GOOD DEED LLC,721310 - Rooming and Boarding Houses,L,0.0,LLC,CA,2669   LE CONTE AVE,CA
057 204900900,,,BL-011541,RENTAL PROPERTY - 12 UNITS,Rental of Real Property,HEARST PROPS LP,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,LLC,CA,2119 HEARST AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-017587,ELECTRICAL CONTR,Construction or Contractor,CONTRA COSTA ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0.0,Corporation,CA,0   VARIOUS,CA
056 199405100,No,Yes,BL-051137,PROPERTY MANAGEMENT,Professional SemiProfessional,SHAW PROPERTIES,531311 - Residential Property Managers,P,7.0,Corporation,CA,2119   WEST ST,CA
ZZZZZZZZZZZZZ,No,No,BL-051694,CAR-SHARING SHORT TERM RENTAL,Business Personal Repair Svs,ZIPCAR INC,485111 - Mixed Mode Transit Systems,B,0.0,Corporation,NJ,0   VARIOUS,CA
055 189900400,No,No,BL-037931,CONSULTING,Professional SemiProfessional,HARRIS SHEL,541618 - Other Management Consulting Services,P,0.0,Sole Ownership,CA,1943   HASTE ST,CA
055 188701501,Yes,Yes,BL-002884,GAS/GROCERY,Retail Trade,CAMPUS MINI MART/GAS STATION,447110 -Gasoline Stations with Convenience Stores,R,3.0,Sole Ownership,CA,2200   DURANT AVE,CA
,,,BL-006383,AMBULATORY DIAGNOSTIC TESTING,Professional SemiProfessional,CALIFORNIA NEURODIAGNOSTICS LLC,621999 - All Other Miscellaneous Ambulatory Health Care Services,P,5.0,LLC,TX,0 VARIOUS,CA
ZZZZZZZZZZZZZ,Yes,Yes,BL-025655,WINDOW CLEANING SERVICES,Business Personal Repair Svs,S & F WINDOW CLEANING,561720 - Janitorial Services,B,3.0,Sole Ownership,CA,0   VARIOUS,CA
055 184600200,No,Yes,BL-011892,RESIDENTIAL RENTAL 17 ROOMS,Rental of Real Property,WU SENTEH & PT & SU H,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Corporation,CA,2640   DWIGHT WAY,CA
,,,BL-003702,GENERAL CONTRACTOR,Construction or Contractor,STROY INC. DBA ACE KITCHENS,236118 - Residential Remodelers,C,5.0,Corporation,CA,0 VARIOUS,CA
059 226000201,No,Yes,BL-042512,ACUPUNCTURE PROFESSIONAL,Professional SemiProfessional,"KEITH STETSON, LAC, MAC",623199,P,0.0,Sole Ownership,CA,1502   WALNUT ST A,CA
061 260204301,No,Yes,BL-024089,JEWELRY GALLERY,Retail Trade,FORCUM ANNI AYERS GALLERY,448310 - Jewelry Stores,R,0.0,Sole Ownership,CA,1859   SOLANO AVE,CA
059 226000201,,,BL-012144,RAW HAIR EXTENSIONS - 3 HAIR STYLING,Retail Trade,CAROLYN WRIGHT'S CTRENDYHAIR,"446120 - Cosmetics, Beauty Supplies, and Perfume Stores",R,0.0,Sole Ownership,CA,2118 VINE ST D,CA
052 158302400,No,No,BL-011697,FOOD SUPP/CLEANERS/SKIN,Retail Trade,SHAKLEE DISTRIBUTOR,454390 - Other Direct Selling Establishments,R,0.0,Sole Ownership,CA,3049   FULTON ST,CA
059 234700100,No,Yes,BL-042075,WINERY,Manufacturing,DONKEY AND GOAT LLC,312130 - Wineries,M,8.0,LLC,CA,1340   FIFTH ST,CA
053 162302800,No,Yes,BL-043814,RENTAL PROPERTY APARTMENTS,Rental of Real Property,WILLETT DONALD,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1316   BURNETT ST,CA
056 201101900,,,BL-012747,PIZZA & DELIVERIES,Retail Trade,WEST COAST PIZZA,722511 - Full-Service Restaurants,R,0.0,Sole Ownership,CA,1706 UNIVERSITY AVE,CA
061 258802100,No,Yes,BL-011870,MUSIC PUBLICATIONS /M&P,Manufacturing,SPRUCE PUBLICATIONS,512230 - Music Publishers,M,0.0,Sole Ownership,CA,1050   SPRUCE ST,CA
057 202300400,No,No,BL-045456,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,BOLLIBOKKA SHATTUCK LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,CA,2140   SHATTUCK AVE 205,CA
055 188700300,No,Yes,BL-036406,PEDIATRIC NEUROPSYCHOLOGY,Professional SemiProfessional,"CAROLINE B JOHNSON, PH D",621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,2372   ELLSWORTH ST,CA
ZZZZZZZZZZZZZ,,,BL-008648,"SECURITY SYSTEMS-INSTALL,DESIGN,IMPLEMENT, MONITOR",Professional SemiProfessional,EDGEWORTH INTEGRATION LLC,"541990 - All Other Professional, Scientific, and Technical Services",P,10.0,LLC,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,Yes,No,BL-050046,LAWN CARE SERVICE,Business Personal Repair Svs,R & S LAWN CARE,561730 - Landscaping Services,B,0.0,Sole Ownership,CA,0   VARIOUS,CA
057 202500400,No,No,BL-052175,FULL SERVICE RESTAURANT,Retail Trade,COMAL,722110,R,115.0,LLC,CA,2020   SHATTUCK AVE,CA
052 151900100,,,BL-006500,GENERAL CONSTRUCTION,Construction or Contractor,G C BUILDERS INC,236118 - Residential Remodelers,C,12.0,Corporation,CA,3230 SACRAMENTO ST,CA
058 220001000,Yes,Yes,BL-019939,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,WONG SHU B&K F ETAL,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1.0,Sole Ownership,CA,1839   EUCLID AVE,CA
054 180602502,No,No,BL-048451,RENTAL PROPERTY,Rental of Real Property,UDINSKY JERALD,531110 - Lessors of Residential Buildings and Dwellings,L,15.0,LLC,CA,1654   DWIGHT WAY,CA
060 235200201,Yes,No,BL-051040,FURNITURE RETAIL & WHOLESALER,Retail Trade,EASTERN CLASSICS LLC,442110 - Furniture Stores,R,3.0,LLC,CA,1330   TENTH ST,CA
054 173002600,,,BL-010604,SELLING MERCHANDISE ONLINE,Retail Trade,SOUTH BERKELEY ELECTRONICS,443142 - Electronics Stores,R,0.0,Sole Ownership,CA,1628 WARD ST,CA
057 202501300,,,BL-005264,RENTAL PROPERTY,Rental of Real Property,KASHEF M MEHDI & KATHERINE,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1.0,Sole Ownership,CA,2000 UNIVERSITY AVE,CA
052 153501900,No,No,BL-045617,RESIDENTIAL RENTAL 6 UNITS,Rental of Real Property,VIEHWEG CRAIG & CATHERINE,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Partnership,CA,3205   CALIFORNIA ST,CA
056 198501300,Yes,Yes,BL-054230,RENTAL PROPERTY (2 UNITS),Rental of Real Property,GYALTSEN SONAM/TASHI KALSANG,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2134   CURTIS ST,CA
058 217600301,Yes,No,BL-045181,RESTAURANT,Retail Trade,PARTY SUSHI,722211,R,5.0,Partnership,CA,1776   SHATTUCK AVE,CA
055 186800701,No,No,BL-005946,RESIDENTIAL RENTAL 36 UNITS,Rental of Real Property,HASHEMI MORTEZA & H,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2721   HASTE ST,CA
057 203100300,Yes,Yes,BL-038465,RETAIL SALES,Retail Trade,CARTRIDGE WORLD,453210 - Office Supplies and Stationery Stores,R,2.0,Corporation,CA,2161   ALLSTON WAY,CA
,,,BL-006306,HVAC,Construction or Contractor,ABCO MECHANICAL CONTRACTOR INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2.0,Corporation,CA,0 VARIOUS,CA
062 292302500,,,BL-011168,GRANT-WRITING CONSULTATION,Professional SemiProfessional,CANNON REBECCA MFT,541690 - Other Scientific and Technical Consulting Services,P,0.0,Sole Ownership,CA,590 ARLINGTON AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-010497,PLUMBING CONTRACTOR,Construction or Contractor,MICHAEL ALLEN PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Sole Ownership,CA,0 VARIOUS,CA
054 174703300,No,No,BL-004655,"PHOTOGRAPHY - PORTRAITS, STILL LIFE, FASHION, CORPORATE",Professional SemiProfessional,DOGHOUSE PHOTOS,"541921 - Photography Studios, Portrait",P,1.0,Sole Ownership,CA,2703 SEVENTH ST 137,CA
ZZZZZZZZZZZZZ,,,BL-010299,SUMMER CAMP FOR KIDS 5 - 10 YRS OLD,Business Personal Repair Svs,ONE GENERATION CAMP,624410 - Child Day Care Services,B,1.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010099,PLUMBING & AIR CONDITION,Construction or Contractor,JOE'S PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Sole Ownership,CA,0 VARIOUS,CA
053 159801900,,,BL-012492,"RUGS, TEXTILES, ETHNIC ART, JEWELRY , ETC",Retail Trade,PRECIOUS ANTIQUES AND ART,448310 - Jewelry Stores,R,0.0,Sole Ownership,CA,2994 ADELINE ST,CA
054 177700200,No,No,BL-025925,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,921 PARKER ST PARTNERS,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Partnership,CA,927   PARKER ST,CA
064 424701800,No,No,BL-037011,TEE SHIRT PRODUCER,Wholesale Trade,HARPER INDUSTRIES INC,"424330 - Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",W,1.0,Corporation,CA,29   HILLCREST RD,CA
057 202300400,,,BL-002795,"TRANSACTIONAL LAW PRACTICE PRIMARILY DEDICATED TO 
INTELLECTUAL PROPERTY, BUSINESS, ENTERTAINMENT, AND PRIVACY 
LAW FOR MEDIA PROFESSIONAL",Professional SemiProfessional,PROSUMER LEGAL SERVICES,541110 - Offices of Lawyers,P,1.0,Sole Ownership,CA,2140 SHATTUCK AVE 309,CA
056 196902300,,,BL-001552,RENTAL PROPERTY,Rental of Real Property,901 LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,LLC,CA,901 BANCROFT WAY,CA
060 235100800,No,No,BL-030318,ARCHITECTURAL SERVICES,Professional SemiProfessional,"TODD JERSEY, ARCHITECTURE",541310 - Architectural Services,P,3.0,Corporation,CA,1321   EIGHTH ST 2,CA
060 241101504,Yes,No,BL-041857,RESIDENTIAL RENTAL PROPERTY 13 UNIT,Rental of Real Property,GONZALEZ PEDRO,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1231   SANTA FE AVE,CA
058 219001600,No,Yes,BL-017868,PRESCHOOL CENTER,Non Profit Organizations,MONTESSORI FAMILY SCHOOL,624410 - Child Day Care Services,N,10.0,Corporation,CA,1850   SCENIC AVE,CA
,,,BL-009328,ELECTRICAL,Construction or Contractor,THUNDER BAY ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0.0,Corporation,CA,0 VARIOUS,CA
057 202900400,,,BL-010398,"MICROBLADING, HAIR CUT, COSMETOLOGY",Business Personal Repair Svs,PRO BEAUTY SALON LLC,812112 - Beauty Salons,B,3.0,Sole Ownership,CA,2195 BANCROFT WAY,CA
,,,BL-000919,SERVICE/INSTALL H.V.A.C.,Construction or Contractor,AROD HEATING AND AIRCONDITIONING DBA 4 SEASONS,238990 - All Other Specialty Trade Contractors,C,6.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-008615,REWIRING RESIDENTIAL & COMMERCIAL,Construction or Contractor,SFC ELECTRIC CO,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
057 204600200,,,BL-005232,OFFICE BUILDING,Rental of Real Property,BERKELEY WAY LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,MD,2120 BERKELEY WAY,CA
057 202501001,No,No,BL-037382,LAW FIRM,Professional SemiProfessional,CRAIG & WINKELMAN LLP,445110 - Supermarkets and Other Grocery (except Convenience) Stores,P,2.0,LLC,CA,2001   ADDISON ST 300,CA
055 183202601,Yes,Yes,BL-013007,MULTI RESIDENTIAL,Rental of Real Property,2330 BLAKE STREET APARTMENTS,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,Partnership,CA,2330   BLAKE ST,CA
061 260200302,No,Yes,BL-024207,HAIR SALON,Business Personal Repair Svs,TODAY'S RAVE,812112 - Beauty Salons,B,0.0,Sole Ownership,CA,1787   SOLANO AVE,CA
054 171803300,,,BL-012291,"MASSAGE THERAPY. BODYWORK, HEALTH PRODUCT RETAIL",Massage,TOUCH 4 HEALING,812199 - Other Personal Care Services,BM,0.0,Sole Ownership,CA,2236 DERBY ST,CA
060 238500911,No,Yes,BL-033929,COMMERCIAL RENTAL - WAREHOUSE,Rental of Real Property,KJD INVESTMENTS LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2.0,LLC,CA,1146   SIXTH ST,CA
052 153100100,No,Yes,BL-001396,EVENT PLANNING & TRAVEL,Business Personal Repair Svs,PLAZA CULTURA,561510 - Travel Agencies,B,1.0,Corporation,CA,3254 ADELINE ST,CA
056 191602500,No,Yes,BL-032705,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,PROBST JANET G,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2341   ACTON ST,CA
060 239500200,Yes,No,BL-033054,RENTAL PROPERTY-3UNITS,Rental of Real Property,YAMAUCHI MARK,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1430   KAINS AVE,CA
053 163300104,No,No,BL-053075,C-17 GLAZING CONTRACTOR,Construction or Contractor,WILSON GLASS COMPANY INC,238150 - Glass and Glazing Contractors,C,6.0,Corporation,CA,1035   MURRAY ST,CA
ZZZZZZZZZZZZZ,No,No,BL-042012,MEDICAL TRANSPORT,Professional SemiProfessional,ROYAL AMBULANCE INC,621910 - Ambulance Services,P,150.0,Corporation,CA,0   VARIOUS,CA
,,,BL-012566,GENERAL CONTRACTOR,Construction or Contractor,PERRY BUILDERS,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Corporation,CA,0 VARIOUS,CA
052 155400400,No,No,BL-009442,COMMERCIAL RENTAL PROPERTY NON-PROFIT,Non Profit Organizations,NORTHERN CALIFORNIA LAND TRUST,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),N,6.0,Corporation,CA,3120   SHATTUCK AVE,CA
056 193902800,,,BL-002885,RENTAL PROPERTIES,Rental of Real Property,K C RENTAL,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2431 SEVENTH ST,CA
053 160700400,Yes,No,BL-033892,RESIDENTIAL RENTAL,Rental of Real Property,JONES BASIL & IKEDA SHUJI,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,3012   KING ST,CA
,,,BL-006095,CONSTRUCTION,Construction or Contractor,SHOWTIME CONSTRUCTION,236118 - Residential Remodelers,C,8.0,Corporation,CA,0 VARIOUS,CA
,No,No,BL-003347,PAINTING,Construction or Contractor,HORIZON BROTHERS PAINTING,238320 - Painting and Wall Covering Contractors,C,15.0,Partnership,CA,0 VARIOUS,CA
055 182202400,Yes,No,BL-044748,RENTAL PROPERTY,Rental of Real Property,LEE REI-CHI/CHEN I-MIN,531110 - Lessors of Residential Buildings and Dwellings,L,2.0,Partnership,CA,2022   DWIGHT WAY,CA
ZZZZZZZZZZZZZ,No,No,BL-042719,GENERAL CONTRACTOR,Construction or Contractor,JAMES R GRIFFIN INC,236220 - Commercial and Institutional Building Construction,C,28.0,Corporation,CA,0   VARIOUS,CA
054 173400900,Yes,Yes,BL-019757,RESIDENTIAL RENTAL 4 PLEX,Rental of Real Property,WAINWRIGHT MARY L,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2782   SACRAMENTO ST,CA
